filename,width,height,class,xmin,ymin,xmax,ymax
img_137_2000.jpg,816,1056,zebracross,165,1,184,55
img_137_2000.jpg,816,1056,zebracross,125,1,144,55
img_137_2000.jpg,816,1056,zebracross,142,55,171,68
img_137_2000.jpg,816,1056,zebracross,197,1001,224,1014
img_137_2000.jpg,816,1056,zebracross,421,985,452,999
img_137_2000.jpg,816,1056,zebracross,450,999,465,1027
img_137_2000.jpg,816,1056,zebracross,409,999,424,1025
img_137_2000.jpg,816,1056,zebracross,185,1015,199,1047
img_137_2000.jpg,816,1056,zebracross,224,1013,241,1041
img_137_2000.jpg,816,1056,zebracross,202,1047,227,1056
img_137_2000.jpg,816,1056,zebracross,1,1034,14,1055
img_137_500.jpg,816,1056,zebracross,352,379,465,427
img_137_500.jpg,816,1056,zebracross,304,429,359,576
img_137_500.jpg,816,1056,zebracross,351,567,476,618
img_138_1000.jpg,816,1056,zebracross,363,454,436,480
img_138_1000.jpg,816,1056,zebracross,431,475,460,551
img_138_1000.jpg,816,1056,zebracross,380,549,437,574
img_138_2000.jpg,816,1056,zebracross,419,988,449,1001
img_138_2000.jpg,816,1056,zebracross,449,1001,461,1029
img_138_2000.jpg,816,1056,zebracross,407,1001,422,1028
img_138_2000.jpg,816,1056,zebracross,420,503,435,539
img_138_2000.jpg,816,1056,zebracross,394,538,422,553
img_138_2000.jpg,816,1056,zebracross,391,492,419,505
img_138_2000.jpg,816,1056,zebracross,364,44,394,56
img_138_2000.jpg,816,1056,zebracross,349,1,366,45
img_138_2000.jpg,816,1056,zebracross,390,1,407,44
img_138_2000.jpg,816,1056,zebracross,578,1,591,33
img_138_2000.jpg,816,1056,zebracross,615,1,632,31
img_138_2000.jpg,816,1056,zebracross,589,30,618,44
img_138_500.jpg,816,1056,zebracross,342,386,451,428
img_138_500.jpg,816,1056,zebracross,456,427,514,567
img_138_500.jpg,816,1056,zebracross,349,568,464,621
img_139_1000.jpg,816,1056,zebracross,1,507,7,570
img_139_2000.jpg,816,1056,zebracross,139,58,168,70
img_139_2000.jpg,816,1056,zebracross,164,1,181,57
img_139_2000.jpg,816,1056,zebracross,123,1,140,60
img_139_2000.jpg,816,1056,zebracross,352,1,366,46
img_139_2000.jpg,816,1056,zebracross,389,1,405,44
img_139_2000.jpg,816,1056,zebracross,366,43,394,59
img_139_2000.jpg,816,1056,zebracross,578,1,590,34
img_139_2000.jpg,816,1056,zebracross,615,1,631,32
img_139_2000.jpg,816,1056,zebracross,591,31,621,44
img_139_2000.jpg,816,1056,zebracross,803,1,815,17
img_139_2000.jpg,816,1056,zebracross,164,505,194,520
img_139_2000.jpg,816,1056,zebracross,193,516,208,553
img_139_2000.jpg,816,1056,zebracross,168,552,197,565
img_139_2000.jpg,816,1056,zebracross,195,1002,223,1016
img_139_2000.jpg,816,1056,zebracross,222,1014,237,1043
img_139_2000.jpg,816,1056,zebracross,182,1015,196,1049
img_139_2000.jpg,816,1056,zebracross,198,1048,222,1056
img_140_2000.jpg,816,1056,zebracross,127,1,145,57
img_140_2000.jpg,816,1056,zebracross,168,1,187,56
img_140_2000.jpg,816,1056,zebracross,142,54,175,69
img_140_2000.jpg,816,1056,zebracross,356,1,372,44
img_140_2000.jpg,816,1056,zebracross,395,1,412,43
img_140_2000.jpg,816,1056,zebracross,372,42,398,56
img_140_2000.jpg,816,1056,zebracross,581,1,597,30
img_140_2000.jpg,816,1056,zebracross,622,1,637,30
img_140_2000.jpg,816,1056,zebracross,595,30,626,43
img_140_2000.jpg,816,1056,zebracross,1,1034,16,1056
img_141_2000.jpg,816,1056,zebracross,163,1,183,63
img_141_2000.jpg,816,1056,zebracross,124,1,142,62
img_141_2000.jpg,816,1056,zebracross,138,61,171,77
img_141_2000.jpg,816,1056,zebracross,348,1,365,55
img_141_2000.jpg,816,1056,zebracross,388,1,407,55
img_141_2000.jpg,816,1056,zebracross,365,48,392,64
img_141_2000.jpg,816,1056,zebracross,575,1,591,38
img_141_2000.jpg,816,1056,zebracross,616,1,631,36
img_141_2000.jpg,816,1056,zebracross,595,35,619,52
img_141_2000.jpg,816,1056,zebracross,646,981,667,997
img_141_2000.jpg,816,1056,zebracross,672,997,688,1028
img_141_2000.jpg,816,1056,zebracross,633,996,647,1027
img_142_2000.jpg,816,1056,zebracross,163,1,184,60
img_142_2000.jpg,816,1056,zebracross,123,1,141,63
img_142_2000.jpg,816,1056,zebracross,142,60,167,79
img_142_2000.jpg,816,1056,zebracross,351,1,369,48
img_142_2000.jpg,816,1056,zebracross,393,2,407,49
img_142_2000.jpg,816,1056,zebracross,369,50,399,62
img_142_2000.jpg,816,1056,zebracross,422,994,444,1006
img_142_2000.jpg,816,1056,zebracross,410,1008,423,1043
img_142_2000.jpg,816,1056,zebracross,451,1007,462,1048
img_142_2000.jpg,816,1056,zebracross,634,995,644,1031
img_142_2000.jpg,816,1056,zebracross,642,979,677,996
img_142_2000.jpg,816,1056,zebracross,677,992,690,1028
img_142_2000.jpg,816,1056,zebracross,590,35,625,49
img_142_2000.jpg,816,1056,zebracross,576,1,589,37
img_142_2000.jpg,816,1056,zebracross,621,1,634,37
img_143_2000.jpg,816,1056,zebracross,123,1,143,63
img_143_2000.jpg,816,1056,zebracross,166,1,182,62
img_143_2000.jpg,816,1056,zebracross,142,62,168,74
img_143_2000.jpg,816,1056,zebracross,352,1,363,49
img_143_2000.jpg,816,1056,zebracross,397,2,406,45
img_143_2000.jpg,816,1056,zebracross,361,49,399,61
img_143_2000.jpg,816,1056,zebracross,620,1,631,34
img_143_2000.jpg,816,1056,zebracross,595,37,621,49
img_143_2000.jpg,816,1056,zebracross,581,17,593,38
img_143_2000.jpg,816,1056,zebracross,198,1006,220,1017
img_143_2000.jpg,816,1056,zebracross,186,1021,198,1053
img_143_2000.jpg,816,1056,zebracross,224,1021,237,1052
img_143_2000.jpg,816,1056,zebracross,416,991,452,1006
img_143_2000.jpg,816,1056,zebracross,453,1005,464,1027
img_143_2000.jpg,816,1056,zebracross,409,1007,419,1026
img_143_2000.jpg,816,1056,zebracross,645,979,669,993
img_143_2000.jpg,816,1056,zebracross,676,991,688,1023
img_143_2000.jpg,816,1056,zebracross,805,1,816,15
img_144_1000.jpg,816,1056,zebracross,787,474,814,535
img_144_2000.jpg,816,1056,zebracross,117,1,129,65
img_144_2000.jpg,816,1056,zebracross,159,1,174,62
img_144_2000.jpg,816,1056,zebracross,127,63,165,75
img_144_2000.jpg,816,1056,zebracross,384,1,399,50
img_144_2000.jpg,816,1056,zebracross,344,1,359,52
img_144_2000.jpg,816,1056,zebracross,359,51,387,62
img_144_2000.jpg,816,1056,zebracross,568,1,584,30
img_144_2000.jpg,816,1056,zebracross,589,36,600,48
img_144_2000.jpg,816,1056,zebracross,183,1006,218,1021
img_144_2000.jpg,816,1056,zebracross,176,1032,185,1056
img_144_2000.jpg,816,1056,zebracross,402,996,438,1010
img_144_2000.jpg,816,1056,zebracross,442,1008,455,1027
img_144_2000.jpg,816,1056,zebracross,638,979,665,994
img_144_2000.jpg,816,1056,zebracross,628,994,641,1027
img_144_2000.jpg,816,1056,zebracross,666,992,680,1028
img_144_2000.jpg,816,1056,zebracross,641,495,653,533
img_144_2000.jpg,816,1056,zebracross,610,483,638,497
img_144_2000.jpg,816,1056,zebracross,598,499,612,533
img_144_2000.jpg,816,1056,zebracross,608,532,640,546
img_144_2000.jpg,816,1056,zebracross,609,1,624,38
img_144_2000.jpg,816,1056,zebracross,793,1,810,25
img_145_1000.jpg,816,1056,zebracross,378,455,433,481
img_145_1000.jpg,816,1056,zebracross,434,479,462,551
img_145_1000.jpg,816,1056,zebracross,352,482,377,553
img_145_1000.jpg,816,1056,zebracross,374,551,439,581
img_145_2000.jpg,816,1056,zebracross,393,493,420,503
img_145_2000.jpg,816,1056,zebracross,422,502,435,539
img_145_2000.jpg,816,1056,zebracross,382,505,394,542
img_145_2000.jpg,816,1056,zebracross,394,541,422,554
img_145_2000.jpg,816,1056,zebracross,389,1,406,45
img_145_2000.jpg,816,1056,zebracross,351,1,366,44
img_145_2000.jpg,816,1056,zebracross,368,46,396,58
img_145_2000.jpg,816,1056,zebracross,576,1,594,33
img_145_2000.jpg,816,1056,zebracross,617,1,632,35
img_145_2000.jpg,816,1056,zebracross,594,33,618,45
img_145_2000.jpg,816,1056,zebracross,647,977,675,990
img_145_2000.jpg,816,1056,zebracross,633,993,647,1024
img_145_2000.jpg,816,1056,zebracross,418,989,448,1002
img_145_2000.jpg,816,1056,zebracross,449,1001,463,1027
img_145_2000.jpg,816,1056,zebracross,409,1000,422,1026
img_145_2000.jpg,816,1056,zebracross,190,1004,216,1015
img_145_2000.jpg,816,1056,zebracross,2,1036,13,1056
img_145_2000.jpg,816,1056,zebracross,166,1,182,59
img_145_2000.jpg,816,1056,zebracross,125,1,141,60
img_145_2000.jpg,816,1056,zebracross,141,58,168,70
img_145_500.jpg,816,1056,zebracross,344,385,459,437
img_145_500.jpg,816,1056,zebracross,463,433,514,565
img_145_500.jpg,816,1056,zebracross,302,449,347,573
img_145_500.jpg,816,1056,zebracross,356,581,466,628
img_146_1000.jpg,816,1056,zebracross,1,516,10,582
img_146_2000.jpg,816,1056,zebracross,164,1,181,63
img_146_2000.jpg,816,1056,zebracross,124,1,141,55
img_146_2000.jpg,816,1056,zebracross,138,63,171,75
img_146_2000.jpg,816,1056,zebracross,348,1,367,53
img_146_2000.jpg,816,1056,zebracross,390,1,407,53
img_146_2000.jpg,816,1056,zebracross,365,50,395,63
img_146_2000.jpg,816,1056,zebracross,575,1,592,32
img_146_2000.jpg,816,1056,zebracross,615,1,632,38
img_146_2000.jpg,816,1056,zebracross,803,1,816,26
img_146_2000.jpg,816,1056,zebracross,167,510,194,524
img_146_2000.jpg,816,1056,zebracross,196,521,211,557
img_146_2000.jpg,816,1056,zebracross,155,528,167,560
img_146_2000.jpg,816,1056,zebracross,166,558,197,571
img_146_2000.jpg,816,1056,zebracross,1,1035,11,1055
img_146_2000.jpg,816,1056,zebracross,195,1008,225,1019
img_146_2000.jpg,816,1056,zebracross,183,1034,199,1054
img_146_2000.jpg,816,1056,zebracross,421,994,449,1007
img_146_2000.jpg,816,1056,zebracross,408,1008,421,1027
img_147_2000.jpg,816,1056,zebracross,157,1,176,65
img_147_2000.jpg,816,1056,zebracross,117,1,135,64
img_147_2000.jpg,816,1056,zebracross,136,64,165,76
img_147_2000.jpg,816,1056,zebracross,344,1,360,47
img_147_2000.jpg,816,1056,zebracross,383,1,400,54
img_147_2000.jpg,816,1056,zebracross,568,1,585,38
img_147_2000.jpg,816,1056,zebracross,611,1,625,37
img_147_2000.jpg,816,1056,zebracross,588,38,615,50
img_147_2000.jpg,816,1056,zebracross,190,1008,217,1021
img_147_2000.jpg,816,1056,zebracross,179,1027,191,1053
img_148_2000.jpg,816,1056,zebracross,167,1,185,60
img_148_2000.jpg,816,1056,zebracross,129,1,145,52
img_148_2000.jpg,816,1056,zebracross,356,1,370,43
img_148_2000.jpg,816,1056,zebracross,394,1,410,40
img_148_2000.jpg,816,1056,zebracross,370,41,398,55
img_148_2000.jpg,816,1056,zebracross,579,1,594,31
img_148_2000.jpg,816,1056,zebracross,591,29,625,41
img_148_2000.jpg,816,1056,zebracross,621,1,635,30
img_148_2000.jpg,816,1056,zebracross,806,1,816,17
img_148_2000.jpg,816,1056,zebracross,649,973,679,988
img_148_2000.jpg,816,1056,zebracross,677,987,693,1018
img_148_2000.jpg,816,1056,zebracross,638,993,653,1019
img_148_2000.jpg,816,1056,zebracross,652,1019,679,1026
img_149_2000.jpg,816,1056,zebracross,410,994,441,1008
img_149_2000.jpg,816,1056,zebracross,442,1006,454,1035
img_149_2000.jpg,816,1056,zebracross,403,1013,414,1052
img_149_2000.jpg,816,1056,zebracross,635,982,667,997
img_149_2000.jpg,816,1056,zebracross,665,995,681,1029
img_149_2000.jpg,816,1056,zebracross,625,996,641,1028
img_149_2000.jpg,816,1056,zebracross,792,1,810,27
img_149_2000.jpg,816,1056,zebracross,608,1,623,38
img_149_2000.jpg,816,1056,zebracross,568,1,584,40
img_149_2000.jpg,816,1056,zebracross,579,37,613,52
img_149_2000.jpg,816,1056,zebracross,381,2,400,49
img_149_2000.jpg,816,1056,zebracross,356,51,387,65
img_149_2000.jpg,816,1056,zebracross,341,1,358,56
img_149_2000.jpg,816,1056,zebracross,154,1,173,62
img_149_2000.jpg,816,1056,zebracross,115,1,133,65
img_149_2000.jpg,816,1056,zebracross,129,62,158,78
img_150_2000.jpg,816,1056,zebracross,120,1,138,65
img_150_2000.jpg,816,1056,zebracross,135,62,165,79
img_150_2000.jpg,816,1056,zebracross,160,1,180,68
img_150_2000.jpg,816,1056,zebracross,346,1,364,54
img_150_2000.jpg,816,1056,zebracross,386,1,401,53
img_150_2000.jpg,816,1056,zebracross,361,49,392,63
img_150_2000.jpg,816,1056,zebracross,574,1,590,39
img_150_2000.jpg,816,1056,zebracross,614,1,629,38
img_150_2000.jpg,816,1056,zebracross,593,38,617,51
img_150_2000.jpg,816,1056,zebracross,801,1,814,26
img_150_2000.jpg,816,1056,zebracross,639,981,673,994
img_150_2000.jpg,816,1056,zebracross,672,994,685,1027
img_150_2000.jpg,816,1056,zebracross,630,993,647,1026
img_150_2000.jpg,816,1056,zebracross,418,994,446,1008
img_150_2000.jpg,816,1056,zebracross,447,1004,461,1042
img_150_2000.jpg,816,1056,zebracross,407,1009,419,1045
img_150_2000.jpg,816,1056,zebracross,191,1006,221,1024
img_150_2000.jpg,816,1056,zebracross,181,1037,196,1056
img_151_2000.jpg,816,1056,zebracross,163,1,180,61
img_151_2000.jpg,816,1056,zebracross,123,1,140,65
img_151_2000.jpg,816,1056,zebracross,139,61,170,75
img_151_2000.jpg,816,1056,zebracross,349,1,367,50
img_151_2000.jpg,816,1056,zebracross,388,1,404,48
img_151_2000.jpg,816,1056,zebracross,362,47,394,62
img_151_2000.jpg,816,1056,zebracross,575,1,594,37
img_151_2000.jpg,816,1056,zebracross,613,1,633,35
img_151_2000.jpg,816,1056,zebracross,592,36,617,47
img_151_2000.jpg,816,1056,zebracross,646,979,675,992
img_151_2000.jpg,816,1056,zebracross,674,992,687,1024
img_151_2000.jpg,816,1056,zebracross,632,993,646,1024
img_151_2000.jpg,816,1056,zebracross,419,990,448,1007
img_151_2000.jpg,816,1056,zebracross,445,1004,463,1027
img_151_2000.jpg,816,1056,zebracross,407,1007,421,1028
img_151_2000.jpg,816,1056,zebracross,194,1005,223,1019
img_151_2000.jpg,816,1056,zebracross,221,1018,236,1050
img_151_2000.jpg,816,1056,zebracross,182,1018,196,1053
img_152_2000.jpg,816,1056,zebracross,164,1,182,63
img_152_2000.jpg,816,1056,zebracross,129,1,144,64
img_152_2000.jpg,816,1056,zebracross,140,60,170,76
img_152_2000.jpg,816,1056,zebracross,354,1,369,52
img_152_2000.jpg,816,1056,zebracross,391,2,410,48
img_152_2000.jpg,816,1056,zebracross,368,47,396,64
img_152_2000.jpg,816,1056,zebracross,591,1,606,38
img_152_2000.jpg,816,1056,zebracross,627,1,646,37
img_152_2000.jpg,816,1056,zebracross,605,34,633,47
img_152_2000.jpg,816,1056,zebracross,660,979,687,994
img_152_2000.jpg,816,1056,zebracross,688,993,700,1027
img_152_2000.jpg,816,1056,zebracross,648,997,661,1027
img_152_2000.jpg,816,1056,zebracross,423,992,453,1008
img_152_2000.jpg,816,1056,zebracross,451,1006,468,1028
img_152_2000.jpg,816,1056,zebracross,410,1008,421,1030
img_152_2000.jpg,816,1056,zebracross,197,1006,226,1022
img_152_2000.jpg,816,1056,zebracross,186,1023,200,1054
img_152_2000.jpg,816,1056,zebracross,225,1022,239,1050
img_153_2000.jpg,816,1056,zebracross,108,1,128,60
img_153_2000.jpg,816,1056,zebracross,148,1,171,56
img_153_2000.jpg,816,1056,zebracross,130,56,156,72
img_153_2000.jpg,816,1056,zebracross,347,1,366,46
img_153_2000.jpg,816,1056,zebracross,388,1,404,43
img_153_2000.jpg,816,1056,zebracross,367,44,394,57
img_153_2000.jpg,816,1056,zebracross,751,1,765,22
img_153_2000.jpg,816,1056,zebracross,697,27,752,34
img_153_2000.jpg,816,1056,zebracross,690,1,700,24
img_153_2000.jpg,816,1056,zebracross,624,477,657,491
img_153_2000.jpg,816,1056,zebracross,614,491,630,529
img_153_2000.jpg,816,1056,zebracross,633,530,661,538
img_153_2000.jpg,816,1056,zebracross,654,974,682,985
img_153_2000.jpg,816,1056,zebracross,640,986,658,1023
img_153_2000.jpg,816,1056,zebracross,414,986,447,1001
img_153_2000.jpg,816,1056,zebracross,447,999,461,1026
img_153_2000.jpg,816,1056,zebracross,407,1002,421,1026
img_153_2000.jpg,816,1056,zebracross,177,999,209,1016
img_153_2000.jpg,816,1056,zebracross,210,1011,226,1050
img_153_2000.jpg,816,1056,zebracross,169,1015,183,1042
img_153_2000.jpg,816,1056,zebracross,191,1047,212,1056
img_154_1000.jpg,816,1056,zebracross,365,454,424,484
img_154_1000.jpg,816,1056,zebracross,338,478,370,565
img_154_1000.jpg,816,1056,zebracross,365,560,445,578
img_154_2000.jpg,816,1056,zebracross,148,1,166,60
img_154_2000.jpg,816,1056,zebracross,108,1,127,60
img_154_2000.jpg,816,1056,zebracross,122,59,153,73
img_154_2000.jpg,816,1056,zebracross,449,1,461,38
img_154_2000.jpg,816,1056,zebracross,512,1,524,38
img_154_2000.jpg,816,1056,zebracross,462,38,512,52
img_154_2000.jpg,816,1056,zebracross,387,493,419,507
img_154_2000.jpg,816,1056,zebracross,373,507,392,549
img_154_2000.jpg,816,1056,zebracross,388,543,425,555
img_154_2000.jpg,816,1056,zebracross,173,1001,207,1016
img_154_2000.jpg,816,1056,zebracross,209,1014,221,1050
img_154_2000.jpg,816,1056,zebracross,172,1017,180,1049
img_154_2000.jpg,816,1056,zebracross,404,1002,418,1036
img_154_2000.jpg,816,1056,zebracross,416,988,443,999
img_154_500.jpg,816,1056,zebracross,326,386,443,435
img_154_500.jpg,816,1056,zebracross,279,421,328,581
img_154_500.jpg,816,1056,zebracross,335,590,465,626
img_155_1000.jpg,816,1056,zebracross,602,416,712,446
img_155_1000.jpg,816,1056,zebracross,710,433,730,584
img_155_1000.jpg,816,1056,zebracross,579,442,605,585
img_155_1000.jpg,816,1056,zebracross,607,580,711,607
img_155_2000.jpg,816,1056,zebracross,141,1,168,11
img_155_2000.jpg,816,1056,zebracross,167,10,183,44
img_155_2000.jpg,816,1056,zebracross,128,11,143,47
img_155_2000.jpg,816,1056,zebracross,140,44,170,59
img_155_2000.jpg,816,1056,zebracross,365,1,377,33
img_155_2000.jpg,816,1056,zebracross,377,35,404,44
img_155_2000.jpg,816,1056,zebracross,171,493,198,506
img_155_2000.jpg,816,1056,zebracross,199,503,210,575
img_155_2000.jpg,816,1056,zebracross,156,504,173,574
img_155_2000.jpg,816,1056,zebracross,171,574,202,588
img_155_2000.jpg,816,1056,zebracross,502,470,556,485
img_155_2000.jpg,816,1056,zebracross,558,481,569,554
img_155_2000.jpg,816,1056,zebracross,492,482,506,554
img_155_2000.jpg,816,1056,zebracross,505,553,561,568
img_155_2000.jpg,816,1056,zebracross,432,1009,466,1022
img_155_500.jpg,816,1056,zebracross,751,360,800,643
img_156_1000.jpg,816,1056,zebracross,370,444,431,465
img_156_1000.jpg,816,1056,zebracross,423,467,456,606
img_156_1000.jpg,816,1056,zebracross,342,467,375,609
img_156_1000.jpg,816,1056,zebracross,371,603,435,633
img_156_2000.jpg,816,1056,zebracross,387,1,400,35
img_156_2000.jpg,816,1056,zebracross,361,36,390,49
img_156_2000.jpg,816,1056,zebracross,347,4,362,39
img_156_2000.jpg,816,1056,zebracross,582,1,597,33
img_156_2000.jpg,816,1056,zebracross,150,497,179,512
img_156_2000.jpg,816,1056,zebracross,178,510,195,582
img_156_2000.jpg,816,1056,zebracross,138,511,156,579
img_156_2000.jpg,816,1056,zebracross,153,582,182,593
img_156_2000.jpg,816,1056,zebracross,378,499,393,571
img_156_2000.jpg,816,1056,zebracross,388,484,417,497
img_156_2000.jpg,816,1056,zebracross,415,495,431,564
img_156_2000.jpg,816,1056,zebracross,390,568,422,581
img_156_2000.jpg,816,1056,zebracross,724,463,779,481
img_156_2000.jpg,816,1056,zebracross,713,475,727,549
img_156_2000.jpg,816,1056,zebracross,729,547,779,562
img_156_2000.jpg,816,1056,zebracross,779,473,790,547
img_156_2000.jpg,816,1056,zebracross,652,999,685,1017
img_156_2000.jpg,816,1056,zebracross,643,1015,655,1055
img_156_500.jpg,816,1056,zebracross,324,362,445,404
img_156_500.jpg,816,1056,zebracross,435,402,495,685
img_156_500.jpg,816,1056,zebracross,277,403,338,689
img_156_500.jpg,816,1056,zebracross,344,683,457,737
img_157_1000.jpg,816,1056,zebracross,348,437,415,467
img_157_1000.jpg,816,1056,zebracross,413,461,444,601
img_157_1000.jpg,816,1056,zebracross,333,465,365,605
img_157_1000.jpg,816,1056,zebracross,365,600,418,628
img_157_2000.jpg,816,1056,zebracross,157,496,187,508
img_157_2000.jpg,816,1056,zebracross,184,508,199,574
img_157_2000.jpg,816,1056,zebracross,144,509,161,579
img_157_2000.jpg,816,1056,zebracross,160,579,190,591
img_157_2000.jpg,816,1056,zebracross,370,494,387,566
img_157_2000.jpg,816,1056,zebracross,380,482,411,497
img_157_2000.jpg,816,1056,zebracross,409,495,426,564
img_157_2000.jpg,816,1056,zebracross,385,565,414,576
img_157_2000.jpg,816,1056,zebracross,617,470,648,483
img_157_2000.jpg,816,1056,zebracross,606,481,624,552
img_157_2000.jpg,816,1056,zebracross,647,483,662,550
img_157_2000.jpg,816,1056,zebracross,623,552,652,564
img_157_2000.jpg,816,1056,zebracross,619,1,634,24
img_157_2000.jpg,816,1056,zebracross,580,1,592,26
img_157_2000.jpg,816,1056,zebracross,592,22,621,35
img_157_500.jpg,816,1056,zebracross,293,351,423,402
img_157_500.jpg,816,1056,zebracross,413,390,481,660
img_157_500.jpg,816,1056,zebracross,254,399,323,679
img_157_500.jpg,816,1056,zebracross,315,679,430,724
img_158_1000.jpg,816,1056,zebracross,370,432,432,454
img_158_1000.jpg,816,1056,zebracross,421,451,457,589
img_158_1000.jpg,816,1056,zebracross,347,460,378,596
img_158_1000.jpg,816,1056,zebracross,379,593,433,619
img_158_1000.jpg,816,1056,zebracross,794,425,816,571
img_158_2000.jpg,816,1056,zebracross,159,493,191,506
img_158_2000.jpg,816,1056,zebracross,193,505,205,574
img_158_2000.jpg,816,1056,zebracross,150,505,168,577
img_158_2000.jpg,816,1056,zebracross,164,575,195,586
img_158_2000.jpg,816,1056,zebracross,376,494,393,563
img_158_2000.jpg,816,1056,zebracross,391,479,417,492
img_158_2000.jpg,816,1056,zebracross,415,491,431,559
img_158_2000.jpg,816,1056,zebracross,393,562,420,574
img_158_2000.jpg,816,1056,zebracross,613,466,643,477
img_158_2000.jpg,816,1056,zebracross,640,477,658,546
img_158_2000.jpg,816,1056,zebracross,601,480,617,550
img_158_2000.jpg,816,1056,zebracross,616,549,645,561
img_158_500.jpg,816,1056,zebracross,330,333,445,377
img_158_500.jpg,816,1056,zebracross,442,381,501,654
img_158_500.jpg,816,1056,zebracross,282,379,349,668
img_158_500.jpg,816,1056,zebracross,342,663,461,709
img_159_1000.jpg,816,1056,zebracross,367,469,423,492
img_159_1000.jpg,816,1056,zebracross,423,490,458,632
img_159_1000.jpg,816,1056,zebracross,341,492,378,632
img_159_1000.jpg,816,1056,zebracross,375,631,439,655
img_159_1000.jpg,816,1056,zebracross,796,472,816,593
img_159_2000.jpg,816,1056,zebracross,158,511,192,523
img_159_2000.jpg,816,1056,zebracross,190,525,209,592
img_159_2000.jpg,816,1056,zebracross,149,523,168,592
img_159_2000.jpg,816,1056,zebracross,169,590,194,607
img_159_2000.jpg,816,1056,zebracross,375,510,393,583
img_159_2000.jpg,816,1056,zebracross,385,500,416,511
img_159_2000.jpg,816,1056,zebracross,414,511,434,579
img_159_2000.jpg,816,1056,zebracross,395,578,421,593
img_159_2000.jpg,816,1056,zebracross,602,499,618,565
img_159_2000.jpg,816,1056,zebracross,615,486,643,496
img_159_2000.jpg,816,1056,zebracross,639,496,658,567
img_159_2000.jpg,816,1056,zebracross,620,565,647,579
img_159_500.jpg,816,1056,zebracross,330,414,440,457
img_159_500.jpg,816,1056,zebracross,432,457,502,728
img_159_500.jpg,816,1056,zebracross,279,465,342,745
img_159_500.jpg,816,1056,zebracross,331,731,461,788
img_160_1000.jpg,816,1056,zebracross,363,437,424,461
img_160_1000.jpg,816,1056,zebracross,430,455,455,601
img_160_1000.jpg,816,1056,zebracross,345,460,378,600
img_160_1000.jpg,816,1056,zebracross,378,598,430,628
img_160_1000.jpg,816,1056,zebracross,795,437,816,583
img_160_2000.jpg,816,1056,zebracross,159,494,193,508
img_160_2000.jpg,816,1056,zebracross,191,511,207,575
img_160_2000.jpg,816,1056,zebracross,151,507,167,576
img_160_2000.jpg,816,1056,zebracross,168,576,195,590
img_160_2000.jpg,816,1056,zebracross,375,493,394,565
img_160_2000.jpg,816,1056,zebracross,386,479,417,493
img_160_2000.jpg,816,1056,zebracross,417,493,435,564
img_160_2000.jpg,816,1056,zebracross,394,564,420,579
img_160_2000.jpg,816,1056,zebracross,598,481,619,552
img_160_2000.jpg,816,1056,zebracross,613,467,644,482
img_160_2000.jpg,816,1056,zebracross,642,478,658,553
img_160_2000.jpg,816,1056,zebracross,618,551,644,562
img_160_500.jpg,816,1056,zebracross,321,347,437,386
img_160_500.jpg,816,1056,zebracross,281,387,345,675
img_160_500.jpg,816,1056,zebracross,442,391,509,665
img_160_500.jpg,816,1056,zebracross,347,675,452,721
img_161_1000.jpg,816,1056,zebracross,368,438,426,465
img_161_1000.jpg,816,1056,zebracross,342,468,378,602
img_161_1000.jpg,816,1056,zebracross,424,472,461,599
img_161_1000.jpg,816,1056,zebracross,380,602,433,626
img_161_1000.jpg,816,1056,zebracross,796,423,816,574
img_161_2000.jpg,816,1056,zebracross,133,1,162,15
img_161_2000.jpg,816,1056,zebracross,161,13,178,47
img_161_2000.jpg,816,1056,zebracross,123,13,137,50
img_161_2000.jpg,816,1056,zebracross,137,46,164,63
img_161_2000.jpg,816,1056,zebracross,164,497,189,507
img_161_2000.jpg,816,1056,zebracross,193,508,206,581
img_161_2000.jpg,816,1056,zebracross,149,508,167,575
img_161_2000.jpg,816,1056,zebracross,374,496,394,566
img_161_2000.jpg,816,1056,zebracross,389,484,417,496
img_161_2000.jpg,816,1056,zebracross,416,497,432,565
img_161_2000.jpg,816,1056,zebracross,393,564,421,579
img_161_2000.jpg,816,1056,zebracross,600,483,619,553
img_161_2000.jpg,816,1056,zebracross,611,469,643,483
img_161_2000.jpg,816,1056,zebracross,642,481,659,550
img_161_2000.jpg,816,1056,zebracross,617,552,647,565
img_161_500.jpg,816,1056,zebracross,321,352,441,394
img_161_500.jpg,816,1056,zebracross,443,408,503,676
img_161_500.jpg,816,1056,zebracross,277,389,347,679
img_161_500.jpg,816,1056,zebracross,344,677,451,727
img_162_1000.jpg,816,1056,zebracross,1,497,31,637
img_162_1000.jpg,816,1056,zebracross,369,473,400,603
img_162_1000.jpg,816,1056,zebracross,394,448,449,474
img_162_1000.jpg,816,1056,zebracross,449,474,482,612
img_162_2000.jpg,816,1056,zebracross,176,15,189,49
img_162_2000.jpg,816,1056,zebracross,132,20,151,54
img_162_2000.jpg,816,1056,zebracross,150,54,175,67
img_162_2000.jpg,816,1056,zebracross,148,6,174,20
img_162_2000.jpg,816,1056,zebracross,359,6,375,43
img_162_2000.jpg,816,1056,zebracross,374,41,401,55
img_162_2000.jpg,816,1056,zebracross,399,6,415,41
img_162_2000.jpg,816,1056,zebracross,367,1,399,5
img_162_2000.jpg,816,1056,zebracross,174,500,201,513
